time,open,high,low,close,direction,breakout_level,Trigger,Outer,PTarget,fib_236,fib_382,fib_50,fib_618,fib_764
2025-09-12 15:00:00+00:00,1.35589,1.35619,1.35436,1.35452,RED,1.35458,,,,,,,,
2025-09-12 18:00:00+00:00,1.356,1.35709,1.356,1.35698,GREEN,1.35682,,,,,,,,
2025-09-12 20:00:00+00:00,1.35615,1.35618,1.35552,1.35598,RED,1.35608,,,,,,,,
2025-09-14 21:00:00+00:00,1.35566,1.35753,1.35482,1.35644,GREEN,1.35618,,,,,,,,
2025-09-14 23:00:00+00:00,1.35571,1.35587,1.3552,1.3553,RED,1.35566,,,,,,,,
2025-09-15 01:00:00+00:00,1.35558,1.35602,1.35529,1.35591,GREEN,1.35562,,,,,,,,
2025-09-15 03:00:00+00:00,1.35598,1.35676,1.35594,1.3565,GREEN,1.35612,,,,,,,,
2025-09-15 05:00:00+00:00,1.35676,1.35681,1.35614,1.35618,RED,1.35647,,,,,,,,
2025-09-15 07:00:00+00:00,1.35626,1.3594,1.35616,1.3582,GREEN,1.3568,,,,,,,,
2025-09-15 10:00:00+00:00,1.35924,1.36135,1.3592,1.36072,GREEN,1.36006,,,,,,,,
2025-09-15 11:00:00+00:00,1.36072,1.36198,1.3605,1.36151,GREEN,1.36135,,,,,,,,
2025-09-15 13:00:00+00:00,1.36148,1.36177,1.35955,1.35963,RED,1.36082,,,,,,,,
2025-09-15 14:00:00+00:00,1.35962,1.35964,1.35848,1.35894,RED,1.35955,,,,,,,,
2025-09-15 15:00:00+00:00,1.35896,1.36074,1.3587,1.36071,GREEN,1.35964,,,,,,,,
2025-09-15 20:00:00+00:00,1.36094,1.36112,1.35968,1.35984,RED,1.36044,,,,,,,,
2025-09-16 02:00:00+00:00,1.36032,1.36142,1.36031,1.36121,GREEN,1.36066,,,,,,,,
2025-09-16 03:00:00+00:00,1.36124,1.36252,1.36109,1.36176,GREEN,1.36142,,,,,,,,
2025-09-16 05:00:00+00:00,1.36158,1.3621,1.36145,1.36206,GREEN,1.36178,,,,,,,,
2025-09-16 06:00:00+00:00,1.36208,1.36335,1.36208,1.363,GREEN,1.3621,,,,,,,,
2025-09-16 09:00:00+00:00,1.36268,1.36458,1.3626,1.3642,GREEN,1.36386,,,,,,,,
2025-09-16 11:00:00+00:00,1.3627,1.36498,1.36241,1.36432,GREEN,1.36425,,,,,,,,
2025-09-16 13:00:00+00:00,1.36409,1.36595,1.3639,1.36582,GREEN,1.36461,,,,,,,,
2025-09-16 16:00:00+00:00,1.36532,1.36644,1.36511,1.36582,GREEN,1.3658,,,,,,,,
2025-09-16 19:00:00+00:00,1.36592,1.36616,1.36504,1.36512,RED,1.36561,,,,,,,,
2025-09-16 20:00:00+00:00,1.3651,1.36538,1.36422,1.36456,RED,1.36504,,,,,,,,
2025-09-17 00:00:00+00:00,1.36527,1.36595,1.36448,1.36452,RED,1.36493,,,,,,,,
2025-09-17 01:00:00+00:00,1.36451,1.36484,1.36394,1.36432,RED,1.36448,,,,,,,,
2025-09-17 05:00:00+00:00,1.36421,1.3649,1.3642,1.36485,GREEN,1.36442,,,,,,,,
2025-09-17 06:00:00+00:00,1.36486,1.36548,1.3635,1.36402,RED,1.3642,,,,,,,,
2025-09-17 07:00:00+00:00,1.36404,1.36419,1.363,1.36349,RED,1.3635,,,,,,,,
2025-09-17 12:00:00+00:00,1.36469,1.36546,1.36436,1.36544,GREEN,1.36526,,,,,,,,
2025-09-17 13:00:00+00:00,1.36544,1.36648,1.36482,1.36628,GREEN,1.36546,,,,,,,,
2025-09-17 18:00:00+00:00,1.3668,1.37266,1.36248,1.36398,RED,1.36596,,,,,,,,
2025-09-17 20:00:00+00:00,1.36372,1.36385,1.36197,1.36244,RED,1.36342,,,,,,,,
2025-09-18 00:00:00+00:00,1.36296,1.363,1.36205,1.36271,RED,1.36276,,,,,,,,
2025-09-18 01:00:00+00:00,1.36272,1.36308,1.36104,1.36177,RED,1.36205,,,,,,,,
2025-09-18 04:00:00+00:00,1.36208,1.36218,1.36048,1.36066,RED,1.36202,,,,,,,,
2025-09-18 05:00:00+00:00,1.36067,1.36101,1.35918,1.35972,RED,1.36048,,,,,,,,
2025-09-18 07:00:00+00:00,1.3595,1.36406,1.35948,1.3633,GREEN,1.3605,,,,,,,,
2025-09-18 11:00:00+00:00,1.36504,1.36612,1.36129,1.36218,RED,1.36416,,,,,,,,
2025-09-18 12:00:00+00:00,1.36217,1.36232,1.35947,1.35948,RED,1.36129,,,,,,,,
2025-09-18 13:00:00+00:00,1.35946,1.3596,1.35342,1.35514,RED,1.35947,,,,,,,,
2025-09-18 21:00:00+00:00,1.35536,1.35568,1.35501,1.35547,GREEN,1.35542,,,,,,,,
2025-09-19 00:00:00+00:00,1.35551,1.35558,1.35404,1.3549,RED,1.35515,,,,,,,,
2025-09-19 01:00:00+00:00,1.35489,1.35506,1.35365,1.35388,RED,1.35404,,,,,,,,
2025-09-19 03:00:00+00:00,1.35413,1.35592,1.35413,1.35507,GREEN,1.35428,,,,,,,,
2025-09-19 06:00:00+00:00,1.35448,1.35456,1.34972,1.35076,RED,1.35412,,,,,,,,
2025-09-19 07:00:00+00:00,1.35078,1.35147,1.3485,1.34912,RED,1.34972,,,,,,,,
2025-09-19 09:00:00+00:00,1.34996,1.35106,1.34954,1.35049,GREEN,1.3502,,,,,,,,
2025-09-19 11:00:00+00:00,1.34968,1.3499,1.34733,1.34776,RED,1.34945,,,,,,,,
2025-09-19 12:00:00+00:00,1.34776,1.34834,1.3463,1.34685,RED,1.34733,,,,,,,,
2025-09-19 13:00:00+00:00,1.34686,1.34948,1.34684,1.34896,GREEN,1.34834,,,,,,,,
2025-09-19 18:00:00+00:00,1.34763,1.34765,1.34668,1.34692,RED,1.34738,,,,,,,,
2025-09-21 23:00:00+00:00,1.34714,1.3472,1.34626,1.34628,RED,1.34683,,,,,,,,
2025-09-22 02:00:00+00:00,1.34664,1.3467,1.34588,1.34594,RED,1.34658,,,,,,,,
2025-09-22 05:00:00+00:00,1.34608,1.34742,1.34594,1.34718,GREEN,1.34628,,,,,,,,
2025-09-22 06:00:00+00:00,1.34718,1.3483,1.34704,1.34748,GREEN,1.34742,,,,,,,,
2025-09-22 08:00:00+00:00,1.34785,1.35036,1.34769,1.34961,GREEN,1.34833,,,,,,,,
2025-09-22 12:00:00+00:00,1.34984,1.35163,1.34902,1.35084,GREEN,1.35,,,,,,,,
2025-09-22 14:00:00+00:00,1.3507,1.35076,1.34924,1.34944,RED,1.34984,,,,,,,,
2025-09-22 16:00:00+00:00,1.35026,1.35206,1.35001,1.35082,GREEN,1.35056,,,,,,,,
2025-09-22 20:00:00+00:00,1.3516,1.3517,1.35122,1.35126,RED,1.3515,,,,,,,,
2025-09-22 22:00:00+00:00,1.35125,1.35168,1.35122,1.35146,GREEN,1.35137,,,,,,,,
2025-09-23 00:00:00+00:00,1.35142,1.35208,1.35114,1.35207,GREEN,1.35162,,,,,,,,
2025-09-23 01:00:00+00:00,1.35206,1.35274,1.35162,1.35232,GREEN,1.35208,,,,,,,,
2025-09-23 02:00:00+00:00,1.35232,1.35244,1.35055,1.35092,RED,1.35162,,,,,,,,
2025-09-23 06:00:00+00:00,1.35074,1.35223,1.35028,1.35158,GREEN,1.35148,,,,,,,,
2025-09-23 08:00:00+00:00,1.35206,1.3528,1.3487,1.35038,RED,1.35053,,,,,,,,
2025-09-23 12:00:00+00:00,1.35146,1.35298,1.351,1.35247,GREEN,1.35206,,,,,,,,
2025-09-23 19:00:00+00:00,1.35169,1.35272,1.35144,1.35252,GREEN,1.3522,,,,,,,,
2025-09-24 00:00:00+00:00,1.35243,1.35263,1.35142,1.3515,RED,1.35221,,,,,,,,
2025-09-24 01:00:00+00:00,1.3515,1.35162,1.3508,1.3511,RED,1.35142,,,,,,,,
2025-09-24 03:00:00+00:00,1.3511,1.35144,1.35066,1.35071,RED,1.35099,,,,,,,,
2025-09-24 06:00:00+00:00,1.35066,1.35113,1.34922,1.34989,RED,1.35012,,,,,,,,
2025-09-24 07:00:00+00:00,1.3499,1.3502,1.34816,1.34848,RED,1.34922,,,,,,,,
2025-09-24 10:00:00+00:00,1.34776,1.34796,1.34644,1.34644,RED,1.34712,,,,,,,,
2025-09-24 11:00:00+00:00,1.34644,1.347,1.34553,1.34576,RED,1.34644,,,,,,,,
2025-09-24 12:00:00+00:00,1.34574,1.3471,1.34364,1.34458,RED,1.34553,,,,,,,,
2025-09-24 14:00:00+00:00,1.34377,1.34576,1.34266,1.34512,GREEN,1.3448,,,,,,,,
2025-09-24 16:00:00+00:00,1.34472,1.34496,1.34392,1.34428,RED,1.34443,,,,,,,,
2025-09-24 17:00:00+00:00,1.34428,1.3456,1.34422,1.34538,GREEN,1.34496,,,,,,,,
2025-09-25 00:00:00+00:00,1.34494,1.34578,1.34487,1.34568,GREEN,1.34538,,,,,,,,
2025-09-25 04:00:00+00:00,1.34615,1.34647,1.34602,1.3463,GREEN,1.34629,,,,,,,,
2025-09-25 05:00:00+00:00,1.34631,1.34632,1.34533,1.3455,RED,1.34602,,,,,,,,
2025-09-25 06:00:00+00:00,1.34546,1.34671,1.34498,1.34646,GREEN,1.34632,,,,,,,,
2025-09-25 07:00:00+00:00,1.34646,1.34651,1.34364,1.34376,RED,1.34498,,,,,,,,
2025-09-25 11:00:00+00:00,1.34464,1.3448,1.34178,1.34218,RED,1.34464,,,,,,,,
2025-09-25 12:00:00+00:00,1.34217,1.34232,1.33723,1.33838,RED,1.34178,,,,,,,,
2025-09-25 13:00:00+00:00,1.33836,1.33946,1.33634,1.33707,RED,1.33723,,,,,,,,
2025-09-25 14:00:00+00:00,1.33705,1.33846,1.33474,1.33478,RED,1.33634,,,,,,,,
2025-09-25 16:00:00+00:00,1.33486,1.33574,1.33362,1.33394,RED,1.33412,,,,,,,,
2025-09-25 17:00:00+00:00,1.33393,1.33438,1.33267,1.33354,RED,1.33362,,,,,,,,
2025-09-25 20:00:00+00:00,1.33368,1.33474,1.33366,1.33438,GREEN,1.33408,,,,,,,,
2025-09-25 23:00:00+00:00,1.3344,1.3344,1.33325,1.33354,RED,1.334,,,,,,,,
2025-09-26 00:00:00+00:00,1.33352,1.3346,1.33296,1.33454,GREEN,1.3344,,,,,,,,
2025-09-26 02:00:00+00:00,1.3342,1.33555,1.33416,1.335,GREEN,1.33484,,,,,,,,
2025-09-26 04:00:00+00:00,1.3354,1.33556,1.33497,1.33545,GREEN,1.33544,,,,,,,,
2025-09-26 06:00:00+00:00,1.33536,1.33644,1.33511,1.3364,GREEN,1.33578,,,,,,,,
2025-09-26 10:00:00+00:00,1.33526,1.33556,1.33434,1.33462,RED,1.33506,,,,,,,,
2025-09-26 12:00:00+00:00,1.33502,1.33772,1.33486,1.3377,GREEN,1.33564,,,,,,,,
2025-09-26 13:00:00+00:00,1.33772,1.33883,1.33754,1.33849,GREEN,1.33772,,,,,,,,
2025-09-26 14:00:00+00:00,1.3385,1.34066,1.33845,1.34018,GREEN,1.33883,,,,,,,,
2025-09-26 18:00:00+00:00,1.34048,1.34117,1.34012,1.34097,GREEN,1.34077,,,,,,,,
2025-09-26 20:00:00+00:00,1.3408,1.34094,1.33976,1.34016,RED,1.34036,,,,,,,,
2025-09-28 23:00:00+00:00,1.34047,1.34114,1.34038,1.34074,GREEN,1.34062,,,,,,,,
2025-09-29 00:00:00+00:00,1.34075,1.3425,1.34068,1.3424,GREEN,1.34114,,,,,,,,
2025-09-29 01:00:00+00:00,1.3424,1.34285,1.34164,1.34268,GREEN,1.3425,,,,,,,,
2025-09-29 02:00:00+00:00,1.3427,1.34342,1.34261,1.34298,GREEN,1.34285,,,,,,,,
2025-09-29 04:00:00+00:00,1.3432,1.34418,1.34286,1.34375,GREEN,1.34346,,,,,,,,
2025-09-29 07:00:00+00:00,1.34381,1.34499,1.34366,1.34466,GREEN,1.34426,,,,,,,,
2025-09-29 08:00:00+00:00,1.34468,1.34504,1.34316,1.34356,RED,1.34366,,,,,,,,
2025-09-29 09:00:00+00:00,1.34355,1.34429,1.343,1.34314,RED,1.34316,,,,,,,,
2025-09-29 10:00:00+00:00,1.34312,1.34332,1.34252,1.34283,RED,1.343,,,,,,,,
2025-09-29 11:00:00+00:00,1.34284,1.34476,1.34245,1.34474,GREEN,1.34332,,,,,,,,
2025-09-29 12:00:00+00:00,1.34474,1.34571,1.34344,1.34516,GREEN,1.34476,,,,,,,,
2025-09-29 14:00:00+00:00,1.34382,1.344,1.34158,1.34183,RED,1.34376,,,,,,,,
2025-09-29 17:00:00+00:00,1.3431,1.34342,1.34238,1.3425,RED,1.34264,,,,,,,,
2025-09-29 18:00:00+00:00,1.34251,1.3439,1.34231,1.34378,GREEN,1.34342,,,,,,,,
2025-09-29 20:00:00+00:00,1.3436,1.34361,1.34294,1.34309,RED,1.34342,,,,,,,,
2025-09-29 21:00:00+00:00,1.34294,1.34314,1.34265,1.34282,RED,1.34294,,,,,,,,
2025-09-29 22:00:00+00:00,1.34282,1.34342,1.34276,1.3434,GREEN,1.34314,,,,,,,,
2025-09-29 23:00:00+00:00,1.34341,1.34379,1.34335,1.3435,GREEN,1.34342,,,,,,,,
2025-09-30 00:00:00+00:00,1.34351,1.34362,1.34206,1.34251,RED,1.34335,,,,,,,,
2025-09-30 03:00:00+00:00,1.3431,1.34388,1.34278,1.34354,GREEN,1.34322,,,,,,,,
2025-09-30 10:00:00+00:00,1.34446,1.3451,1.34364,1.34378,RED,1.34409,,,,,,,,
2025-09-30 14:00:00+00:00,1.34436,1.34672,1.3435,1.34617,GREEN,1.34504,,,,,,,,
2025-09-30 18:00:00+00:00,1.34508,1.34532,1.34407,1.34488,RED,1.34497,,,,,,,,
2025-09-30 23:00:00+00:00,1.34441,1.345,1.34424,1.34426,RED,1.34427,,,,,,,,
2025-10-01 00:00:00+00:00,1.34426,1.34442,1.3436,1.34409,RED,1.34424,,,,,,,,
2025-10-01 04:00:00+00:00,1.34409,1.34642,1.34409,1.34631,GREEN,1.34428,,,,,,,,
2025-10-01 09:00:00+00:00,1.34674,1.34753,1.34626,1.34644,RED,1.34666,,,,,,,,
2025-10-01 11:00:00+00:00,1.34711,1.34889,1.34708,1.34821,GREEN,1.3476,,,,,,,,
2025-10-01 12:00:00+00:00,1.34821,1.3522,1.34698,1.35127,GREEN,1.34889,,,,,,,,
2025-10-01 15:00:00+00:00,1.35068,1.35082,1.34708,1.34718,RED,1.34929,,,,,,,,
2025-10-01 18:00:00+00:00,1.34728,1.34896,1.34687,1.3486,GREEN,1.34792,,,,,,,,
2025-10-01 20:00:00+00:00,1.348,1.34801,1.3472,1.34773,RED,1.34788,,,,,,,,
2025-10-01 21:00:00+00:00,1.34774,1.34814,1.3476,1.34812,GREEN,1.34801,,,,,,,,
2025-10-02 00:00:00+00:00,1.34784,1.34786,1.34692,1.34694,RED,1.34782,,,,,,,,
2025-10-02 01:00:00+00:00,1.34695,1.34843,1.34675,1.3484,GREEN,1.34786,,,,,,,,
2025-10-02 03:00:00+00:00,1.34812,1.34815,1.3476,1.34782,RED,1.34798,,,,,,,,
2025-10-02 04:00:00+00:00,1.34782,1.3479,1.34741,1.34756,RED,1.3476,,,,,,,,
2025-10-02 06:00:00+00:00,1.34755,1.34896,1.34736,1.34896,GREEN,1.34788,,,,,,,,
2025-10-02 07:00:00+00:00,1.34898,1.35008,1.34877,1.34944,GREEN,1.34896,,,,,,,,
2025-10-02 08:00:00+00:00,1.34947,1.35104,1.34919,1.35046,GREEN,1.35008,,,,,,,,
2025-10-02 10:00:00+00:00,1.34989,1.34989,1.34801,1.34802,RED,1.34969,,,,,,,,
2025-10-02 11:00:00+00:00,1.34804,1.34831,1.34708,1.34765,RED,1.34801,,,,,,,,
2025-10-02 12:00:00+00:00,1.34764,1.34831,1.34638,1.3466,RED,1.34708,,,,,,,,
2025-10-02 13:00:00+00:00,1.34658,1.34686,1.34264,1.34307,RED,1.34638,,,,,,,,
2025-10-02 14:00:00+00:00,1.34308,1.34308,1.34121,1.34208,RED,1.34264,,,,,,,,
2025-10-02 16:00:00+00:00,1.34212,1.34394,1.34203,1.34392,GREEN,1.34273,,,,,,,,
2025-10-02 18:00:00+00:00,1.34378,1.34481,1.34363,1.34468,GREEN,1.34457,,,,,,,,
2025-10-02 20:00:00+00:00,1.34433,1.34498,1.34386,1.34392,RED,1.34432,,,,,,,,
2025-10-03 05:00:00+00:00,1.34354,1.3437,1.34308,1.34322,RED,1.34352,,,,,,,,
2025-10-03 07:00:00+00:00,1.34341,1.34613,1.34341,1.34604,GREEN,1.3444,,,,,,,,
2025-10-03 12:00:00+00:00,1.34491,1.34599,1.3437,1.34583,GREEN,1.34554,,,,,,,,
2025-10-03 13:00:00+00:00,1.34584,1.3469,1.34506,1.34648,GREEN,1.34599,,,,,,,,
2025-10-03 14:00:00+00:00,1.34663,1.34779,1.34573,1.3472,GREEN,1.3469,,,,,,,,
2025-10-03 15:00:00+00:00,1.3472,1.34853,1.34658,1.34796,GREEN,1.34779,,,,,,,,
2025-10-03 17:00:00+00:00,1.34777,1.34826,1.3467,1.34712,RED,1.34732,,,,,,,,
2025-10-03 19:00:00+00:00,1.34801,1.34842,1.34771,1.3483,GREEN,1.3481,,,,,,,,
2025-10-05 21:00:00+00:00,1.34409,1.34557,1.34395,1.34432,RED,1.34767,,,,,,,,
2025-10-05 22:00:00+00:00,1.34441,1.34494,1.34229,1.34348,RED,1.34395,,,,,,,,
2025-10-06 00:00:00+00:00,1.3432,1.34404,1.34278,1.34404,GREEN,1.34388,,,,,,,,
2025-10-06 01:00:00+00:00,1.34403,1.34508,1.34355,1.34498,GREEN,1.34404,,,,,,,,
2025-10-06 02:00:00+00:00,1.345,1.34577,1.34493,1.34549,GREEN,1.34508,,,,,,,,
2025-10-06 04:00:00+00:00,1.34521,1.34552,1.34456,1.3447,RED,1.34518,,,,,,,,
2025-10-06 05:00:00+00:00,1.3447,1.34528,1.34402,1.34436,RED,1.34456,,,,,,,,
2025-10-06 08:00:00+00:00,1.34436,1.34454,1.34184,1.3436,RED,1.34364,,,,,,,,
2025-10-06 10:00:00+00:00,1.34372,1.34378,1.34224,1.34224,RED,1.34241,,,,,,,,
2025-10-06 12:00:00+00:00,1.34248,1.34406,1.34233,1.34377,GREEN,1.3432,,,,,,,,
2025-10-06 13:00:00+00:00,1.34376,1.34648,1.34375,1.34616,GREEN,1.34406,,,,,,,,
2025-10-06 14:00:00+00:00,1.34614,1.34846,1.34589,1.34803,GREEN,1.34648,,,,,,,,
2025-10-06 17:00:00+00:00,1.34755,1.34842,1.34754,1.34841,GREEN,1.34769,,,,,,,,
2025-10-07 01:00:00+00:00,1.34823,1.34823,1.34727,1.3474,RED,1.34778,,,,,,,,
2025-10-07 04:00:00+00:00,1.34762,1.34808,1.34679,1.34698,RED,1.34746,,,,,,,,
2025-10-07 05:00:00+00:00,1.34698,1.3471,1.34547,1.346,RED,1.34679,,,,,,,,
2025-10-07 06:00:00+00:00,1.34601,1.34602,1.34448,1.34529,RED,1.34547,,,,,,,,
2025-10-07 07:00:00+00:00,1.3453,1.3454,1.34294,1.34369,RED,1.34448,,,,,,,,
2025-10-07 10:00:00+00:00,1.34442,1.34442,1.34244,1.3426,RED,1.34326,,,,,,,,
2025-10-07 11:00:00+00:00,1.34263,1.34284,1.33924,1.34014,RED,1.34244,,,,,,,,
2025-10-07 13:00:00+00:00,1.34144,1.34281,1.34097,1.3418,GREEN,1.34156,,,,,,,,
2025-10-07 14:00:00+00:00,1.3418,1.34336,1.34143,1.34315,GREEN,1.34281,,,,,,,,
2025-10-07 15:00:00+00:00,1.34316,1.34548,1.34311,1.34402,GREEN,1.34336,,,,,,,,
2025-10-07 18:00:00+00:00,1.34409,1.34417,1.34291,1.343,RED,1.344,,,,,,,,
2025-10-07 19:00:00+00:00,1.34301,1.34312,1.3416,1.34214,RED,1.34291,,,,,,,,
2025-10-07 21:00:00+00:00,1.3431,1.34315,1.3426,1.34306,GREEN,1.34262,,,,,,,,
2025-10-07 22:00:00+00:00,1.3431,1.34317,1.34252,1.34254,RED,1.3426,,,,,,,,
2025-10-07 23:00:00+00:00,1.34254,1.34266,1.34198,1.34206,RED,1.34252,,,,,,,,
2025-10-08 00:00:00+00:00,1.34206,1.34216,1.3412,1.34158,RED,1.34198,,,,,,,,
2025-10-08 01:00:00+00:00,1.34158,1.34158,1.33964,1.33974,RED,1.3412,,,,,,,,
2025-10-08 06:00:00+00:00,1.33916,1.33978,1.33841,1.33968,GREEN,1.33937,,,,,,,,
2025-10-08 07:00:00+00:00,1.3397,1.34176,1.33943,1.34173,GREEN,1.33978,,,,,,,,
2025-10-08 09:00:00+00:00,1.34087,1.34138,1.34002,1.34032,RED,1.34055,,,,,,,,
2025-10-08 12:00:00+00:00,1.34076,1.34217,1.34075,1.34194,GREEN,1.34165,,,,,,,,
2025-10-08 13:00:00+00:00,1.34194,1.34308,1.34172,1.34242,GREEN,1.34217,,,,,,,,
2025-10-08 15:00:00+00:00,1.3421,1.34232,1.3387,1.33889,RED,1.3419,,,,,,,,
2025-10-08 18:00:00+00:00,1.33804,1.33897,1.3371,1.33894,GREEN,1.33878,,,,,,,,
2025-10-08 19:00:00+00:00,1.33896,1.34006,1.33896,1.33998,GREEN,1.33897,,,,,,,,
2025-10-08 20:00:00+00:00,1.33998,1.34064,1.33966,1.34036,GREEN,1.34006,,,,,,,,
2025-10-08 23:00:00+00:00,1.34068,1.34068,1.33994,1.34004,RED,1.3402,,,,,,,,
2025-10-09 00:00:00+00:00,1.34003,1.34132,1.33994,1.341,GREEN,1.34068,,,,,,,,
2025-10-09 05:00:00+00:00,1.34127,1.34168,1.34052,1.34057,RED,1.34086,,,,,,,,
2025-10-09 06:00:00+00:00,1.34058,1.34071,1.3358,1.33642,RED,1.34052,,,,,,,,
2025-10-09 07:00:00+00:00,1.33646,1.33728,1.33498,1.33527,RED,1.3358,,,,,,,,
2025-10-09 09:00:00+00:00,1.33618,1.33891,1.33588,1.33873,GREEN,1.3364,,,,,,,,
2025-10-09 12:00:00+00:00,1.33752,1.33886,1.33685,1.33846,GREEN,1.3382,,,,,,,,
2025-10-09 14:00:00+00:00,1.33688,1.33689,1.33261,1.33322,RED,1.33562,,,,,,,,
2025-10-09 15:00:00+00:00,1.33325,1.33344,1.32912,1.33092,RED,1.33261,,,,,,,,
2025-10-09 18:00:00+00:00,1.32984,1.32986,1.32794,1.32814,RED,1.32886,,,,,,,,
2025-10-09 20:00:00+00:00,1.32966,1.33062,1.32958,1.33044,GREEN,1.32982,,,,,,,,
2025-10-10 00:00:00+00:00,1.33026,1.3306,1.32962,1.33046,GREEN,1.33042,,,,,,,,
2025-10-10 03:00:00+00:00,1.33084,1.33141,1.33066,1.3312,GREEN,1.3311,,,,,,,,
2025-10-10 06:00:00+00:00,1.33067,1.33115,1.32885,1.3296,RED,1.33068,,,,,,,,
2025-10-10 08:00:00+00:00,1.33031,1.3313,1.32979,1.33082,GREEN,1.33065,,,,,,,,
2025-10-10 09:00:00+00:00,1.33082,1.33093,1.3287,1.3291,RED,1.32979,,,,,,,,
2025-10-10 10:00:00+00:00,1.32912,1.32989,1.32618,1.32622,RED,1.3287,,,,,,,,
2025-10-10 12:00:00+00:00,1.32721,1.32878,1.32719,1.32796,GREEN,1.32782,,,,,,,,
2025-10-10 14:00:00+00:00,1.32774,1.33095,1.32724,1.33028,GREEN,1.3282,,,,,,,,
2025-10-10 15:00:00+00:00,1.33028,1.33708,1.33016,1.33426,GREEN,1.33095,,,,,,,,
2025-10-10 20:00:00+00:00,1.33498,1.33602,1.33349,1.33601,GREEN,1.33548,,,,,,,,
2025-10-12 23:00:00+00:00,1.33424,1.3348,1.33354,1.33358,RED,1.3337,,,,,,,,
2025-10-13 00:00:00+00:00,1.33358,1.33508,1.33354,1.33508,GREEN,1.3348,,,,,,,,
2025-10-13 01:00:00+00:00,1.33509,1.33576,1.33452,1.33548,GREEN,1.33508,,,,,,,,
2025-10-13 04:00:00+00:00,1.33534,1.33604,1.33525,1.33566,GREEN,1.33553,,,,,,,,
2025-10-13 05:00:00+00:00,1.33566,1.33618,1.33471,1.33482,RED,1.33525,,,,,,,,
2025-10-13 07:00:00+00:00,1.33485,1.335,1.333,1.33349,RED,1.33461,,,,,,,,
2025-10-13 08:00:00+00:00,1.3335,1.33391,1.3315,1.33263,RED,1.333,,,,,,,,
2025-10-13 19:00:00+00:00,1.33344,1.33392,1.33302,1.33308,RED,1.33311,,,,,,,,
2025-10-13 21:00:00+00:00,1.33295,1.33405,1.33295,1.33358,GREEN,1.3335,,,,,,,,
2025-10-14 00:00:00+00:00,1.33323,1.33384,1.33256,1.33364,GREEN,1.33353,,,,,,,,
2025-10-14 01:00:00+00:00,1.33363,1.33474,1.33352,1.33436,GREEN,1.33384,,,,,,,,
2025-10-14 04:00:00+00:00,1.33452,1.33528,1.33434,1.33522,GREEN,1.33502,,,,,,,,
2025-10-14 05:00:00+00:00,1.33522,1.33523,1.33404,1.3341,RED,1.33434,,,,,,,,
2025-10-14 06:00:00+00:00,1.33411,1.33414,1.32748,1.32803,RED,1.33404,,,,,,,,
2025-10-14 07:00:00+00:00,1.32802,1.32834,1.32525,1.3257,RED,1.32748,,,,,,,,
2025-10-14 08:00:00+00:00,1.32566,1.32842,1.32534,1.32841,GREEN,1.32834,,,,,,,,
2025-10-14 13:00:00+00:00,1.32613,1.3296,1.32608,1.3282,GREEN,1.32726,,,,,,,,
2025-10-14 14:00:00+00:00,1.32818,1.33032,1.32795,1.32968,GREEN,1.3296,,,,,,,,
2025-10-14 15:00:00+00:00,1.32969,1.33192,1.32883,1.33178,GREEN,1.33032,,,,,,,,
2025-10-14 20:00:00+00:00,1.33256,1.33272,1.33142,1.33204,RED,1.33224,,,,,,,,
2025-10-15 00:00:00+00:00,1.33216,1.33309,1.332,1.33286,GREEN,1.33247,,,,,,,,
2025-10-15 01:00:00+00:00,1.33286,1.33408,1.33257,1.33402,GREEN,1.33309,,,,,,,,
2025-10-15 02:00:00+00:00,1.33401,1.33514,1.334,1.33494,GREEN,1.33408,,,,,,,,
2025-10-15 06:00:00+00:00,1.33526,1.33736,1.33506,1.33626,GREEN,1.3359,,,,,,,,
2025-10-15 07:00:00+00:00,1.33626,1.3364,1.33418,1.335,RED,1.33506,,,,,,,,
2025-10-15 10:00:00+00:00,1.33508,1.3366,1.33468,1.33647,GREEN,1.33572,,,,,,,,
2025-10-15 12:00:00+00:00,1.3352,1.33564,1.33414,1.33458,RED,1.33501,,,,,,,,
2025-10-15 14:00:00+00:00,1.33497,1.3367,1.33466,1.33651,GREEN,1.33528,,,,,,,,
2025-10-15 15:00:00+00:00,1.33652,1.34034,1.33621,1.33939,GREEN,1.3367,,,,,,,,
2025-10-15 17:00:00+00:00,1.33907,1.33907,1.33716,1.33771,RED,1.33844,,,,,,,,
2025-10-15 19:00:00+00:00,1.3383,1.33938,1.33828,1.33936,GREEN,1.33871,,,,,,,,
2025-10-15 20:00:00+00:00,1.33935,1.3408,1.33922,1.34024,GREEN,1.33938,,,,,,,,
2025-10-15 22:00:00+00:00,1.33944,1.3408,1.33944,1.34039,GREEN,1.34034,,,,,,,,
2025-10-16 00:00:00+00:00,1.34034,1.34286,1.34,1.34222,GREEN,1.34048,,,,,,,,
2025-10-16 01:00:00+00:00,1.34222,1.34422,1.34219,1.34362,GREEN,1.34286,,,,,,,,
2025-10-16 03:00:00+00:00,1.3431,1.3432,1.34219,1.3422,RED,1.34286,,,,,,,,
2025-10-16 04:00:00+00:00,1.3422,1.3423,1.34126,1.34143,RED,1.34219,,,,,,,,
2025-10-16 06:00:00+00:00,1.3417,1.3423,1.3404,1.34108,RED,1.34118,,,,,,,,
